request_id,created_at,updated_at,status,status_notes,resolution_notes,after_action_url,police_district,lat,lon,has_photo,image_urls,image_paths,image_checksums,image_fetch_status,text,desc_len,kw_inject,kw_needle,kw_blocking,kw_children,kw_onramp,kw_propane,kw_fire,kw_duplicate,kw_unable_to_locate,kw_private_property,kw_wheelchair,kw_passed_out,tag_safety_issue,tag_drugs,tag_person_position,tag_lying_face_down,tag_tents_present,tag_size_feet,tag_num_people,derived_is_private_property,hours_to_resolution
101002556121,2025-09-04T23:38:54+00:00,2025-09-04T23:38:54+00:00,open,,,,SOUTHERN,37.78070551,-122.39757456,True,['https://spot-sf-res.cloudinary.com/image/upload/v1757029133/san-francisco/production/h017jkz2selczl6wgpkv.jpg'],['data/images/101002556121/00_h017jkz2selczl6wgpkv.jpg'],['21103209ff1b5d22b7068fed9a7b24be55592e05d24d1f9afcd763ebd59b7258'],['ok'],New tent on sidewalk with some garbage around,45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False,True,40.0,0.0,False,0.0
101002556202,2025-09-04T23:50:28+00:00,2025-09-05T12:40:48+00:00,closed,Unable to Locate.,,,TENDERLOIN,37.78182439,-122.41104041,True,['https://spot-sf-res.cloudinary.com/image/upload/v1757029828/san-francisco/production/hjfdnp5jk83kcj9yqwou.jpg'],['data/images/101002556202/00_hjfdnp5jk83kcj9yqwou.jpg'],['e4ae76e7e2369a1be0eb8b2fd89d1611c49cac6260d0eed9b5a529ee25f835bc'],['ok'],,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sitting_on_sidewalk,False,False,20.0,1.0,False,12.84
101002556241,2025-09-04T23:54:38+00:00,2025-09-05T12:35:52+00:00,closed,Case Resolved.,,,TENDERLOIN,37.77920333,-122.41116333,True,['https://spot-sf-res.cloudinary.com/image/upload/v1757030077/san-francisco/production/rgbjnuhvsxvlvc1mgqyq.jpg'],['data/images/101002556241/00_rgbjnuhvsxvlvc1mgqyq.jpg'],['507acd1f4a9ba2c88c0a1fd3374a486024de4c23c8fa4a37ed7633fad2f3db2b'],['ok'],,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,lying_down,False,False,20.0,1.0,False,12.69
101002556243,2025-09-04T23:55:08+00:00,2025-09-05T13:02:48+00:00,closed,Case Resolved.,,,SOUTHERN,37.77868739,-122.41144818,True,['https://spot-sf-res.cloudinary.com/image/upload/v1757030106/san-francisco/production/h9i9qknmemc5e9pmexdq.jpg'],['data/images/101002556243/00_h9i9qknmemc5e9pmexdq.jpg'],['48f8d16d89959e75e9979aa92367620da66a292edc9c16831c78b5d683649dbb'],['ok'],,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sitting_on_sidewalk,False,False,25.0,1.0,False,13.13
101002556261,2025-09-04T23:56:39+00:00,2025-09-05T17:54:58+00:00,closed,Unable to Locate.,,,TARAVAL,37.74156019,-122.46570801,True,"['https://spot-sf-res.cloudinary.com/image/upload/v1757030195/san-francisco/production/sbyha5dfwi2hf6q1inob.jpg', 'https://spot-sf-res.cloudinary.com/image/upload/v1757030197/san-francisco/production/uzacgyjzev3nvht7f24o.jpg']","['data/images/101002556261/00_sbyha5dfwi2hf6q1inob.jpg', 'data/images/101002556261/01_uzacgyjzev3nvht7f24o.jpg']","['cdcb614b09bcd713ccb2a80d28ea59006731b437e53a380a3b9f94b8bcf44584', '01020162e553ef5decaa99a0010ea708594be579a43c17838734449b9b05de51']","['ok', 'ok']",Homeless encampment next to West Portal station,47,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False,True,100.0,0.0,False,17.97
101002556287,2025-09-05T00:00:46+00:00,2025-09-05T00:00:46+00:00,open,,,,SOUTHERN,37.76997845,-122.40862682,True,['https://d2rrrzgumh0cu9.cloudfront.net/55ecbfe4-49cd-4808-a841-5ef7c5e785a0.jpeg'],['data/images/101002556287/00_55ecbfe4-49cd-4808-a841-5ef7c5e785a0.jpeg'],['981f703aed784cf1b5623157f3d286bff368f85843f1739698ac57b7d2852a4f'],['ok'],Multiple tents and a makeshift setup along the fence; person sitting on the ground among belongings. Lodging violation with tents and scattered items. Reported with Solve SF.,174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sitting_on_sidewalk,False,True,300.0,1.0,False,0.0
101002556325,2025-09-05T00:04:46+00:00,2025-09-05T00:04:46+00:00,open,,,,MISSION,37.7689299,-122.42618131,True,['https://d2rrrzgumh0cu9.cloudfront.net/52ec5a22-2ee2-4f2b-8d1f-078d4452af54.jpeg'],['data/images/101002556325/00_52ec5a22-2ee2-4f2b-8d1f-078d4452af54.jpeg'],['e49942c2486eed6b2922e8848313bb74bbbc98c76a3fcd5b85ba03aae4c36a65'],['ok'],"Person behind umbrella and belongings on the sidewalk. Makeshift structure using a large umbrella with a loaded shopping cart, bags, and items clustered against the building. Reported with Solve SF.",198,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False,True,20.0,1.0,False,0.0
101002556429,2025-09-05T00:23:51+00:00,2025-09-05T00:23:51+00:00,open,,,,NORTHERN,37.78800604,-122.42257389,True,['https://d2rrrzgumh0cu9.cloudfront.net/6a55c3ce-d1b3-470f-9c2b-9d98c018759b.jpeg'],['data/images/101002556429/00_6a55c3ce-d1b3-470f-9c2b-9d98c018759b.jpeg'],['a4a956068905c138fcd2eab8c89d294c47f48ff0f8acc349ddaf817aaac0ecd7'],['ok'],"There is a person under a blue tarp makeshift shelter against the building, belongings piled along the wall; lodging obstruction on the sidewalk. Reported with Solve SF.",169,False,False,True,False,False,False,False,False,False,False,False,False,False,False,unknown,False,True,40.0,1.0,False,0.0
101002556451,2025-09-05T00:26:47+00:00,2025-09-05T16:24:42+00:00,closed,Case Resolved.,,,BAYVIEW,37.7424653,-122.4053451,True,['https://d2rrrzgumh0cu9.cloudfront.net/b21a2257-1976-4e28-9313-ca4a45149ce0.jpeg'],['data/images/101002556451/00_b21a2257-1976-4e28-9313-ca4a45149ce0.jpeg'],['9a2c67e002f05cb25586e11ce1b93567b4d60e0c13717cf9661f4cc3c8907d1f'],['ok'],"Encampment with a makeshift tent and tarps against the fence; shopping carts, bags, and debris. Person inside the shelter on the sidewalk. Reported with Solve SF.",162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,standing,False,True,120.0,1.0,False,15.97
101002556470,2025-09-05T00:29:08+00:00,2025-09-05T16:03:35+00:00,closed,Unable to Locate.,,,MISSION,37.76148723,-122.42446702,False,,,,,encampment,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False,False,0.0,0.0,False,15.57
101002556517,2025-09-05T00:36:17+00:00,2025-09-05T00:36:17+00:00,open,,,,NORTHERN,37.80099903,-122.4314256,True,['https://spot-sf-res.cloudinary.com/image/upload/v1757032576/san-francisco/production/t1uqgugnuw7v10dgj2iz.jpg'],['data/images/101002556517/00_t1uqgugnuw7v10dgj2iz.jpg'],['219554923f6131b6536944e3f6adcf8fa4c25167c37aafdfef33920296f89a5b'],['ok'],Encampment with drug use and trash. Going to the restroom in front of children and on cars. Not sanitary. Please help move,122,False,False,False,True,False,False,False,False,False,False,False,False,True,True,unknown,False,False,12.0,0.0,False,0.0
101002556530,2025-09-05T00:38:05+00:00,2025-09-05T12:58:40+00:00,closed,Unable to Locate.,,,SOUTHERN,37.77853143,-122.41065304,True,['https://spot-sf-res.cloudinary.com/image/upload/v1757032684/san-francisco/production/umlky1lutagi7z4yu2ho.jpg'],['data/images/101002556530/00_umlky1lutagi7z4yu2ho.jpg'],['3885bed846eff6e0e14bc737e9a9baf8c76095206e83234ce7a3208c1defa2b0'],['ok'],,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,standing,False,False,20.0,1.0,False,12.34
101002556539,2025-09-05T00:39:26+00:00,2025-09-05T12:52:51+00:00,closed,Case Cancelled.,,,SOUTHERN,37.77798587,-122.4092297,True,['https://spot-sf-res.cloudinary.com/image/upload/v1757032765/san-francisco/production/j8cjdbz6cptltjxzww1j.jpg'],['data/images/101002556539/00_j8cjdbz6cptltjxzww1j.jpg'],['b978fe5f8cf2c153cecf45c9a89cd175111d36a8a1c7bd8cb0fa71f1b7297289'],['ok'],Arrest these passed out junkies,31,False,False,False,False,False,False,False,False,False,False,False,True,False,True,bent_over,False,False,12.0,1.0,False,12.22
101002556550,2025-09-05T00:40:49+00:00,2025-09-05T00:40:49+00:00,open,,,,NORTHERN,37.78347108,-122.42016604,True,['https://spot-sf-res.cloudinary.com/image/upload/v1757032848/san-francisco/production/ygjkhofvxqpve9tfb3hg.jpg'],['data/images/101002556550/00_ygjkhofvxqpve9tfb3hg.jpg'],['3f6b08e481c765ad693d361ea57f12342078ba6523155c65d18742d3e7a64e71'],['ok'],,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False,False,0.0,0.0,False,0.0
101002556562,2025-09-05T00:42:19+00:00,2025-09-05T00:42:19+00:00,open,,,,BAYVIEW,37.74010159,-122.38865687,False,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False,False,0.0,0.0,False,0.0
101002556580,2025-09-05T00:44:53+00:00,2025-09-05T15:47:23+00:00,closed,Case Resolved.,,,MISSION,37.74960098,-122.41393952,True,['https://spot-sf-res.cloudinary.com/image/upload/v1757033092/san-francisco/production/fjvkyv4xzfz4dvqijetz.jpg'],['data/images/101002556580/00_fjvkyv4xzfz4dvqijetz.jpg'],['ef4089a87a49ffc5dffeb2c242c664f9b6faf2a4e41216c4492fd522931bf37f'],['ok'],Tent blocking sidewalk,22,False,False,True,False,False,False,False,False,False,False,False,False,False,False,standing,False,True,50.0,0.0,False,15.04
101002556767,2025-09-05T01:16:32+00:00,2025-09-05T12:56:00+00:00,closed,Insufficient Information Provi. no description or picture of what is being reported.,,,SOUTHERN,37.77317103,-122.42142196,False,,,,,,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False,False,0.0,0.0,False,11.66
101002556819,2025-09-05T01:28:01+00:00,2025-09-05T01:28:01+00:00,open,,,,SOUTHERN,37.78536652,-122.39250317,True,"['https://spot-sf-res.cloudinary.com/image/upload/v1757035678/san-francisco/production/zeubs98n1vume4qmec3j.jpg', 'https://spot-sf-res.cloudinary.com/image/upload/v1757035679/san-francisco/production/rftwbt7klbqotbm18phw.jpg', 'https://spot-sf-res.cloudinary.com/image/upload/v1757035680/san-francisco/production/l7svxnv9pekbpoy4v5jy.jpg']","['data/images/101002556819/00_zeubs98n1vume4qmec3j.jpg', 'data/images/101002556819/01_rftwbt7klbqotbm18phw.jpg', 'data/images/101002556819/02_l7svxnv9pekbpoy4v5jy.jpg']","['115f39587b3322e8ab6cf2699f230f4adef9b7c95e8afa5e71b07def19e6b70c', '371ca06c00c3bdfeb71f41de41e24de66ec972c9d596e2e3903cccac676c7a9f', '7abc790e379e774fa4f1230339224ba6b8f0c73888473b90565715cc372c5a05']","['ok', 'ok', 'ok']",Homeless encampment growing in size wedged between two on ramps which merge from Harrison st to Bay Bridge,106,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False,True,200.0,0.0,False,0.0
101002556823,2025-09-05T01:28:27+00:00,2025-09-05T01:28:27+00:00,open,,,,SOUTHERN,37.78100443,-122.40754419,True,['https://spot-sf-res.cloudinary.com/image/upload/v1757035706/san-francisco/production/mcrrshm3zanuqrk0abz9.jpg'],['data/images/101002556823/00_mcrrshm3zanuqrk0abz9.jpg'],['06240530b42c7f70276c4304cdddd20351ccb422a2acf5ac4a0c2d1acc056bed'],['ok'],,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,bent_over,False,False,80.0,3.0,False,0.0
101002556828,2025-09-05T01:29:06+00:00,2025-09-05T13:25:20+00:00,closed,Case Resolved.,,,PARK,37.76997734,-122.44698134,True,"['https://spot-sf-res.cloudinary.com/image/upload/v1757035741/san-francisco/production/at6d7hbtgmcz4qiwitf7.jpg', 'https://spot-sf-res.cloudinary.com/image/upload/v1757035742/san-francisco/production/woiaeqwdkxbuw9rhlon8.jpg', 'https://spot-sf-res.cloudinary.com/image/upload/v1757035744/san-francisco/production/mpz9htffjtv3aw4ozhm0.jpg']","['data/images/101002556828/00_at6d7hbtgmcz4qiwitf7.jpg', 'data/images/101002556828/01_woiaeqwdkxbuw9rhlon8.jpg', 'data/images/101002556828/02_mpz9htffjtv3aw4ozhm0.jpg']","['9fe3e579ddee353f2a6115bca12c623cbef80bb03b5accdc7bfe3aea03c955ff', 'dfc9838883bdba300c0b391a090de670d2bb742e0467717e1d00975a83e50c06', '2e9bb477759c277f34f062d5b0275c90e5bcd56749f3163c67b1ede017231e30']","['ok', 'ok', 'ok']",,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sitting_on_sidewalk,False,False,120.0,8.0,False,11.94
101002556902,2025-09-05T01:47:34+00:00,2025-09-05T01:47:34+00:00,open,,,,SOUTHERN,37.77613156,-122.4080921,True,['https://spot-sf-res.cloudinary.com/image/upload/v1757036853/san-francisco/production/ocrfaytrpziai8hfyc1o.jpg'],['data/images/101002556902/00_ocrfaytrpziai8hfyc1o.jpg'],['8c8aac8d643e92561fdc345085030bf884b4f05a31e973f4da011590d76c2720'],['ok'],"Homeless encampment, on Langton right next to The Stud",54,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sitting_on_sidewalk,False,False,50.0,2.0,False,0.0
101002556924,2025-09-05T01:54:12+00:00,2025-09-05T01:54:12+00:00,open,,,,NORTHERN,37.80209849,-122.42483262,True,"['https://spot-sf-res.cloudinary.com/image/upload/v1757037247/san-francisco/production/ecpggqmkph9tvroxovdt.jpg', 'https://spot-sf-res.cloudinary.com/image/upload/v1757037249/san-francisco/production/ogm35bafuts42lnjsdxb.jpg', 'https://spot-sf-res.cloudinary.com/image/upload/v1757037251/san-francisco/production/bukkqfspavx9x4se8idt.jpg']","['data/images/101002556924/00_ecpggqmkph9tvroxovdt.jpg', 'data/images/101002556924/01_ogm35bafuts42lnjsdxb.jpg', 'data/images/101002556924/02_bukkqfspavx9x4se8idt.jpg']","['fc6be5cee31264f9511ce25ec0df0281152c6e5caf43414e76a8f95f4f634999', '8c65a53cd8f4883a931fc5b654dc2456b3f30c29b9165e06ba22a4a0262ed0ef', 'cc28fb6296b276f72db03d842de103d3967688e451c6112a2becb44d9be2f06e']","['ok', 'ok', 'ok']",Homeless encampment. Regular to the neighborhood. Always camped out.,68,False,False,False,False,False,False,False,False,False,False,False,False,False,False,lying_down,False,False,24.0,1.0,False,0.0
101002556961,2025-09-05T02:04:23+00:00,2025-09-05T02:04:23+00:00,open,,,,unknown,37.80384591,-122.42862642,False,,,,,There is an encampment at fort mason on bay @ gough. 3+ unhoused and 30+ square feet encampment,95,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False,False,30.0,3.0,False,0.0
101002556966,2025-09-05T02:05:03+00:00,2025-09-05T13:23:07+00:00,closed,Case is a Duplicate.,,,PARK,37.76351852,-122.43510037,True,['https://spot-sf-res.cloudinary.com/image/upload/v1757037902/san-francisco/production/c3omft6h8gijijeesnln.jpg'],['data/images/101002556966/00_c3omft6h8gijijeesnln.jpg'],['9534ee897ec71997fec368fe2e581c8a4e6177f7db671b53695bf2b866139d12'],['ok'],,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,lying_down,False,False,80.0,5.0,False,11.3
101002556976,2025-09-05T02:07:02+00:00,2025-09-05T02:07:02+00:00,open,,,,TARAVAL,37.71775529,-122.44897953,False,,,,,Homeless encampment on San Jose Avenuex Mt Vernon behind fence overlooking S280,79,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False,False,0.0,0.0,False,0.0
101002557098,2025-09-05T02:38:53+00:00,2025-09-05T02:38:53+00:00,open,,,,SOUTHERN,37.7734410087301,-122.410446392984,False,,,,,"The same group of 3 have returned, ignoring warnings from the business that uses the loading dock they camp in front of. The dog is constantly barking, and seems to be in distress.",180,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False,False,0.0,3.0,False,0.0
101002557343,2025-09-05T03:35:46+00:00,2025-09-05T03:35:46+00:00,open,,,,TENDERLOIN,37.78490617,-122.41928609,False,,,,,Growing encampment.,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False,False,0.0,0.0,False,0.0
101002557346,2025-09-05T03:36:39+00:00,2025-09-05T03:36:39+00:00,open,,,,NORTHERN,37.7843323,-122.41933695,False,,,,,Growing encampment blocking the sidewalk,40,False,False,True,False,False,False,False,False,False,False,False,False,False,False,unknown,False,False,0.0,0.0,False,0.0
101002557359,2025-09-05T03:40:59+00:00,2025-09-05T03:40:59+00:00,open,,,,TENDERLOIN,37.78431378,-122.41672238,False,,,,,Growing homeless encampment,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False,False,0.0,0.0,False,0.0
101002557379,2025-09-05T03:53:09+00:00,2025-09-05T14:31:46+00:00,closed,Unable to Locate.,,,MISSION,37.76732757,-122.41857342,False,,,,,- 1 person covered by a sheet - been sleeping next to the stairwell for the last 5 nights,89,False,False,False,False,False,False,False,False,False,False,False,False,False,False,lying_down,False,False,20.0,1.0,False,10.64
101002557385,2025-09-05T03:56:04+00:00,2025-09-05T03:56:04+00:00,open,,,,BAYVIEW,37.73838707,-122.40754634,True,"['https://spot-sf-res.cloudinary.com/image/upload/v1757044563/san-francisco/production/xmohtmwlfhv8d1mrzppx.jpg', 'https://spot-sf-res.cloudinary.com/image/upload/v1757044564/san-francisco/production/xgkbtdbyal3vkjog2aie.jpg']","['data/images/101002557385/00_xmohtmwlfhv8d1mrzppx.jpg', 'data/images/101002557385/01_xgkbtdbyal3vkjog2aie.jpg']","['666eda964138bdec6c9fc7af8d6d9bce779faca30a811d48db451869216d2ab6', 'c781edabd7ef7b5f00e66ed3b1654aef9924337c3cd43da3f8ef777d2afa9425']","['ok', 'ok']",A homeless encampment that has only grown in size since it's arrival about 2 weeks ago at the corner of Bayshore and Marengo.,125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False,True,100.0,0.0,False,0.0
101002557418,2025-09-05T04:14:09+00:00,2025-09-05T04:14:09+00:00,open,,,,MISSION,37.7682256768311,-122.420776732842,False,,,,,Encampment near parking garage.,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unknown,False,False,0.0,0.0,False,0.0
101002557434,2025-09-05T04:19:38+00:00,2025-09-05T15:17:40+00:00,closed,Case Resolved. Encampment cleared.,,,NORTHERN,37.7803549241073,-122.421992695783,True,"['https://spot-sf-res.cloudinary.com/image/upload/v1757085460/san-francisco/production/ajqcjq6cltuww28vsr3l.jpg', 'https://spot-sf-res.cloudinary.com/image/upload/v1757085461/san-francisco/production/ssqqqzlatoddhlgwju1z.jpg']","['data/images/101002557434/00_ajqcjq6cltuww28vsr3l.jpg', 'data/images/101002557434/01_ssqqqzlatoddhlgwju1z.jpg']","['10e7d2501525b8e7f99bbad0c2bcb9627bb892db5434a06e1f86af0e50ac57e8', '4285d3dc7a9d7c36feddc657a88b12e3c0ba0b285775ecf22a214b5b1affd4c1']","['ok', 'ok']",Multiple individuals blocking the ally with belongings.,55,False,False,True,False,False,False,False,False,False,False,False,False,False,False,unknown,False,False,0.0,0.0,False,10.97
101002557439,2025-09-05T04:21:23+00:00,2025-09-05T04:21:23+00:00,open,,,,MISSION,37.75436534,-122.40844919,True,['https://spot-sf-res.cloudinary.com/image/upload/v1757046082/san-francisco/production/s452kyqxu3cix6gcvqoz.jpg'],['data/images/101002557439/00_s452kyqxu3cix6gcvqoz.jpg'],['d1a6fc4bd9f102df124c2306c241bc4c0f5b80822e920c9e85996a35bb63705f'],['ok'],Homeless encampment,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sitting_on_sidewalk,False,False,30.0,1.0,False,0.0
101002557463,2025-09-05T04:33:51+00:00,2025-09-05T04:33:51+00:00,open,,,,MISSION,37.76362196,-122.421961,True,['https://d2rrrzgumh0cu9.cloudfront.net/205aa0e9-6be8-4cac-b00c-35f30e745fe1.jpeg'],['data/images/101002557463/00_205aa0e9-6be8-4cac-b00c-35f30e745fe1.jpeg'],['7a1c8c70ba2eb2779d117701a2394d5a1141b715e0cce1b1e59639ae787616fd'],['ok'],"Person lying on a mattress on the sidewalk against the storefront wall. Bedding and belongings, including a bicycle frame/wheel; encampment. Reported with Solve SF.",164,False,False,False,False,False,False,False,False,False,False,False,False,False,False,lying_down,False,True,30.0,1.0,False,0.0
